分拣中心,日期,小时,货量
SC26,2023-12-30,7,16.69504759
SC26,2023-12-30,8,36.85510506
SC26,2023-12-30,9,38.66636022
SC26,2023-12-30,10,43.62762437
SC26,2023-12-30,11,16.53754714
SC26,2023-12-30,12,14.49004131
SC26,2023-12-30,13,26.85382655
SC26,2023-12-30,14,30.31883643
SC26,2023-12-30,15,33.31134496
SC26,2023-12-30,16,31.73634047
SC26,2023-12-30,17,39.21761179
SC26,2023-12-30,18,23.7825678
SC26,2023-12-30,19,0.157500449
SC26,2023-12-30,20,0
SC26,2023-12-30,21,52.16602634
SC26,2023-12-30,22,189.7139849
SC26,2023-12-30,23,442.9006507
SC27,2023-12-1,0,11.71091498
SC27,2023-12-1,1,18.35292646
SC27,2023-12-1,2,18.35292646
SC27,2023-12-1,3,21.56905833
SC27,2023-12-1,4,18.24805259
SC27,2023-12-1,5,21.11460491
SC27,2023-12-1,6,20.6601515
SC27,2023-12-1,7,20.52031968
SC27,2023-12-1,8,23.98115724
SC27,2023-12-1,9,26.04367659
SC27,2023-12-1,10,29.29476642
SC27,2023-12-1,11,24.26082088
SC27,2023-12-1,12,12.72469568
SC27,2023-12-1,13,22.75762881
SC27,2023-12-1,14,22.12838561
SC27,2023-12-1,15,23.63157768
SC27,2023-12-1,16,18.80737987
SC27,2023-12-1,17,14.92704685
SC27,2023-12-1,18,13.77343433
SC27,2023-12-1,19,24.92502203
SC27,2023-12-1,20,27.54686866
SC27,2023-12-1,21,23.14216631
SC27,2023-12-1,22,22.82754472
SC27,2023-12-1,23,19.85611853
SC27,2023-12-2,0,1.424493108
SC27,2023-12-2,1,3.37014223
SC27,2023-12-2,2,2.953217418
SC27,2023-12-2,3,3.578604636
SC27,2023-12-2,4,3.787067042
SC27,2023-12-2,5,1.667699248
SC27,2023-12-2,6,4.586172932
SC27,2023-12-2,7,14.34916228
SC27,2023-12-2,8,19.10905388
SC27,2023-12-2,9,15.94737406
SC27,2023-12-2,10,17.47609837
SC27,2023-12-2,11,16.78122368
SC27,2023-12-2,12,7.157209273
SC27,2023-12-2,13,16.88545489
SC27,2023-12-2,14,17.58032957
SC27,2023-12-2,15,14.34916228
SC27,2023-12-2,16,15.70416792
SC27,2023-12-2,17,3.578604636
SC27,2023-12-2,18,13.23736278
SC27,2023-12-2,19,24.32061403
SC27,2023-12-2,20,15.53044925
SC27,2023-12-2,21,23.90368922
SC27,2023-12-2,22,21.40214035
SC27,2023-12-2,23,25.2934386
SC27,2023-12-3,0,1.695364332
SC27,2023-12-3,1,0
SC27,2023-12-3,2,0
SC27,2023-12-3,3,0
SC27,2023-12-3,4,0
SC27,2023-12-3,5,0
SC27,2023-12-3,6,0
SC27,2023-12-3,7,0
SC27,2023-12-3,8,5.362887174
SC27,2023-12-3,9,11.59075615
SC27,2023-12-3,10,19.72158509
SC27,2023-12-3,11,17.50723168
SC27,2023-12-3,12,1.556967244
SC27,2023-12-3,13,14.32409864
SC27,2023-12-3,14,17.68022804
SC27,2023-12-3,15,9.065009287
SC27,2023-12-3,16,9.238005647
SC27,2023-12-3,17,1.176375251
SC27,2023-12-3,18,13.32071975
SC27,2023-12-3,19,18.19921712
SC27,2023-12-3,20,16.9882426
SC27,2023-12-3,21,18.47601129
SC27,2023-12-3,22,20.06757781
SC27,2023-12-3,23,25.32666717
SC27,2023-12-4,0,7.2777789
SC27,2023-12-4,1,0
SC27,2023-12-4,2,0
SC27,2023-12-4,3,0
SC27,2023-12-4,4,0
SC27,2023-12-4,5,0
SC27,2023-12-4,6,0
SC27,2023-12-4,7,1.276198196
SC27,2023-12-4,8,8.071091292
SC27,2023-12-4,9,7.933123919
SC27,2023-12-4,10,12.86545749
SC27,2023-12-4,11,15.17641098
SC27,2023-12-4,12,5.656662273
SC27,2023-12-4,13,11.83070219
SC27,2023-12-4,14,12.93444117
SC27,2023-12-4,15,16.59057654
SC27,2023-12-4,16,13.2793596
SC27,2023-12-4,17,2.86282298
SC27,2023-12-4,18,21.62638564
SC27,2023-12-4,19,14.83149254
SC27,2023-12-4,20,10.62348768
SC27,2023-12-4,21,14.45208227
SC27,2023-12-4,22,15.31437835
SC27,2023-12-4,23,20.28120376
SC27,2023-12-5,0,3.578026592
SC27,2023-12-5,1,0
SC27,2023-12-5,2,0
SC27,2023-12-5,3,0
SC27,2023-12-5,4,0
SC27,2023-12-5,5,0
SC27,2023-12-5,6,2.324140109
SC27,2023-12-5,7,7.735055012
SC27,2023-12-5,8,9.151491092
SC27,2023-12-5,9,7.052840879
SC27,2023-12-5,10,10.42444286
SC27,2023-12-5,11,15.10340071
SC27,2023-12-5,12,3.130773268
SC27,2023-12-5,13,10.21801825
SC27,2023-12-5,14,9.908381333
SC27,2023-12-5,15,13.0391546
SC27,2023-12-5,16,9.805169027
SC27,2023-12-5,17,0.412849222
SC27,2023-12-5,18,14.24329817
SC27,2023-12-5,19,17.71811245
SC27,2023-12-5,20,10.49325106
SC27,2023-12-5,21,12.11024385
SC27,2023-12-5,22,11.86941514
SC27,2023-12-5,23,19.47272165
SC27,2023-12-6,0,0.617883379
SC27,2023-12-6,1,0
SC27,2023-12-6,2,0
SC27,2023-12-6,3,0
SC27,2023-12-6,4,0
SC27,2023-12-6,5,0
SC27,2023-12-6,6,0
SC27,2023-12-6,7,3.639175495
SC27,2023-12-6,8,6.590756048
SC27,2023-12-6,9,5.423642998
SC27,2023-12-6,10,8.856328439
SC27,2023-12-6,11,16.23660214
SC27,2023-12-6,12,2.093938119
SC27,2023-12-6,13,11.46516938
SC27,2023-12-6,14,11.22488139
SC27,2023-12-6,15,10.88161285
SC27,2023-12-6,16,10.57267116
SC27,2023-12-6,17,1.544708449
SC27,2023-12-6,18,13.97102975
SC27,2023-12-6,19,21.72889885
SC27,2023-12-6,20,9.062289566
SC27,2023-12-6,21,14.96650853
SC27,2023-12-6,22,13.6277612
SC27,2023-12-6,23,19.90957556
SC27,2023-12-7,0,1.061912058
SC27,2023-12-7,1,0
SC27,2023-12-7,2,0
SC27,2023-12-7,3,0
SC27,2023-12-7,4,0
SC27,2023-12-7,5,0
SC27,2023-12-7,6,0
SC27,2023-12-7,7,3.323416621
SC27,2023-12-7,8,7.262108271
SC27,2023-12-7,9,7.12508736
SC27,2023-12-7,10,9.968271258
SC27,2023-12-7,11,16.75080634
SC27,2023-12-7,12,1.644250929
SC27,2023-12-7,13,11.5097565
SC27,2023-12-7,14,10.61912058
SC27,2023-12-7,15,9.488698071
SC27,2023-12-7,16,10.92741763
SC27,2023-12-7,17,1.061912058
SC27,2023-12-7,18,15.86017042
SC27,2023-12-7,19,15.51761814
SC27,2023-12-7,20,15.48336292
SC27,2023-12-7,21,14.25017472
SC27,2023-12-7,22,12.91422084
SC27,2023-12-7,23,16.16846747
SC27,2023-12-8,0,3.179357391
SC27,2023-12-8,1,0
SC27,2023-12-8,2,0
SC27,2023-12-8,3,0
SC27,2023-12-8,4,0
SC27,2023-12-8,5,0
SC27,2023-12-8,6,3.016100971
SC27,2023-12-8,7,7.354139108
SC27,2023-12-8,8,8.580846293
SC27,2023-12-8,9,7.213380748
SC27,2023-12-8,10,10.973911
SC27,2023-12-8,11,15.7600404
SC27,2023-12-8,12,3.657970332
SC27,2023-12-8,13,9.879938561
SC27,2023-12-8,14,12.10207007
SC27,2023-12-8,15,13.60628217
SC27,2023-12-8,16,14.59769469
SC27,2023-12-8,17,1.538398738
SC27,2023-12-8,18,14.15326839
SC27,2023-12-8,19,22.32387502
SC27,2023-12-8,20,12.23881663
SC27,2023-12-8,21,18.11891847
SC27,2023-12-8,22,16.95657275
SC27,2023-12-8,23,21.1615293
SC27,2023-12-9,0,1.808345054
SC27,2023-12-9,1,0
SC27,2023-12-9,2,0
SC27,2023-12-9,3,0
SC27,2023-12-9,4,0
SC27,2023-12-9,5,0
SC27,2023-12-9,6,0
SC27,2023-12-9,7,2.788204417
SC27,2023-12-9,8,6.516866138
SC27,2023-12-9,9,6.414506984
SC27,2023-12-9,10,8.802887245
SC27,2023-12-9,11,13.44316889
SC27,2023-12-9,12,5.015598546
SC27,2023-12-9,13,13.6478872
SC27,2023-12-9,14,11.32774638
SC27,2023-12-9,15,11.90778158
SC27,2023-12-9,16,8.939366117
SC27,2023-12-9,17,0.204718308
SC27,2023-12-9,18,11.15714779
SC27,2023-12-9,19,22.99668993
SC27,2023-12-9,20,12.99961256
SC27,2023-12-9,21,10.74771117
SC27,2023-12-9,22,9.928837939
SC27,2023-12-9,23,17.8104928
SC27,2023-12-10,0,0.03405374
SC27,2023-12-10,1,0
SC27,2023-12-10,2,0
SC27,2023-12-10,3,0
SC27,2023-12-10,4,0
SC27,2023-12-10,5,0
SC27,2023-12-10,6,0
SC27,2023-12-10,7,0.690311111
SC27,2023-12-10,8,7.015070442
SC27,2023-12-10,9,8.990187363
SC27,2023-12-10,10,8.888026143
SC27,2023-12-10,11,15.76688162
SC27,2023-12-10,12,0.61296732
SC27,2023-12-10,13,8.377220042
SC27,2023-12-10,14,10.35233696
SC27,2023-12-10,15,9.466939723
SC27,2023-12-10,16,8.751811183
SC27,2023-12-10,17,10.76098184
SC27,2023-12-10,18,14.1323021
SC27,2023-12-10,19,0.44269862
SC27,2023-12-10,20,25.43814379
SC27,2023-12-10,21,31.77213943
SC27,2023-12-10,22,28.57108787
SC27,2023-12-10,23,29.42243137
SC27,2023-12-11,0,14.00318776
SC27,2023-12-11,1,19.88316709
SC27,2023-12-11,2,19.06744741
SC27,2023-12-11,3,16.89219494
SC27,2023-12-11,4,20.63091012
SC27,2023-12-11,5,21.95645459
SC27,2023-12-11,6,28.85608351
SC27,2023-12-11,7,23.99575378
SC27,2023-12-11,8,26.91874929
SC27,2023-12-11,9,25.83112305
SC27,2023-12-11,10,28.78810687
SC27,2023-12-11,11,29.63781487
SC27,2023-12-11,12,11.82793529
SC27,2023-12-11,13,26.81678433
SC27,2023-12-11,14,26.91874929
SC27,2023-12-11,15,24.77748514
SC27,2023-12-11,16,17.36803142
SC27,2023-12-11,17,19.33935397
SC27,2023-12-11,18,25.11736834
SC27,2023-12-11,19,30.04567471
SC27,2023-12-11,20,22.53425603
SC27,2023-12-11,21,27.1226792
SC27,2023-12-11,22,26.40892449
SC27,2023-12-11,23,22.77217427
SC27,2023-12-12,0,1.831855678
SC27,2023-12-12,1,9.396741165
SC27,2023-12-12,2,6.581111141
SC27,2023-12-12,3,4.918871729
SC27,2023-12-12,4,8.31119706
SC27,2023-12-12,5,6.072262342
SC27,2023-12-12,6,5.902646075
SC27,2023-12-12,7,18.08109401
SC27,2023-12-12,8,18.75955908
SC27,2023-12-12,9,19.26840788
SC27,2023-12-12,10,30.53092797
SC27,2023-12-12,11,25.00143769
SC27,2023-12-12,12,6.581111141
SC27,2023-12-12,13,19.74333342
SC27,2023-12-12,14,22.83034947
SC27,2023-12-12,15,23.37312153
SC27,2023-12-12,16,19.37017764
SC27,2023-12-12,17,12.31414095
SC27,2023-12-12,18,11.97490842
SC27,2023-12-12,19,20.89672404
SC27,2023-12-12,20,20.01471945
SC27,2023-12-12,21,14.85838495
SC27,2023-12-12,22,15.94392905
SC27,2023-12-12,23,25.81559577
SC27,2023-12-13,0,0.169292161
SC27,2023-12-13,1,3.114975765
SC27,2023-12-13,2,2.370090256
SC27,2023-12-13,3,2.640957714
SC27,2023-12-13,4,4.70632208
SC27,2023-12-13,5,3.79214441
SC27,2023-12-13,6,2.336231824
SC27,2023-12-13,7,0.91417767
SC27,2023-12-13,8,4.40159619
SC27,2023-12-13,9,7.144129201
SC27,2023-12-13,10,11.1394242
SC27,2023-12-13,11,19.29930637
SC27,2023-12-13,12,2.844108308
SC27,2023-12-13,13,16.62449023
SC27,2023-12-13,14,17.50480946
SC27,2023-12-13,15,12.01974344
SC27,2023-12-13,16,10.97013204
SC27,2023-12-13,17,1.455912586
SC27,2023-12-13,18,13.06935484
SC27,2023-12-13,19,17.67410163
SC27,2023-12-13,20,11.27485793
SC27,2023-12-13,21,13.20478857
SC27,2023-12-13,22,10.32682183
SC27,2023-12-13,23,18.92686362
SC27,2023-12-14,0,6.387028027
SC27,2023-12-14,1,0
SC27,2023-12-14,2,0
SC27,2023-12-14,3,0
SC27,2023-12-14,4,0
SC27,2023-12-14,5,0
SC27,2023-12-14,6,0.993524086
SC27,2023-12-14,7,4.050074364
SC27,2023-12-14,8,3.548348904
SC27,2023-12-14,9,2.771091525
SC27,2023-12-14,10,13.72028243
SC27,2023-12-14,11,14.632715
SC27,2023-12-14,12,5.981502438
SC27,2023-12-14,13,8.482243571
SC27,2023-12-14,14,10.78022191
SC27,2023-12-14,15,6.251852831
SC27,2023-12-14,16,7.299460603
SC27,2023-12-14,17,0.642082183
SC27,2023-12-14,18,13.65269483
SC27,2023-12-14,19,19.76937247
SC27,2023-12-14,20,11.96300488
SC27,2023-12-14,21,12.26714907
SC27,2023-12-14,22,15.20720959
SC27,2023-12-14,23,19.43143447
SC27,2023-12-15,0,0.033729323
SC27,2023-12-15,1,0
SC27,2023-12-15,2,0
SC27,2023-12-15,3,0
SC27,2023-12-15,4,0
SC27,2023-12-15,5,0
SC27,2023-12-15,6,0
SC27,2023-12-15,7,0.495086883
SC27,2023-12-15,8,3.811413529
SC27,2023-12-15,9,3.609037589
SC27,2023-12-15,10,7.622827058
SC27,2023-12-15,11,14.0651278
SC27,2023-12-15,12,0.505939849
SC27,2023-12-15,13,3.440390973
SC27,2023-12-15,14,5.497879692
SC27,2023-12-15,15,4.620917287
SC27,2023-12-15,16,5.767714278
SC27,2023-12-15,17,0.20237594
SC27,2023-12-15,18,12.21001502
SC27,2023-12-15,19,12.00763908
SC27,2023-12-15,20,9.7140451
SC27,2023-12-15,21,8.904541342
SC27,2023-12-15,22,11.97390976
SC27,2023-12-15,23,15.9539699
SC27,2023-12-16,0,1.514924481
SC27,2023-12-16,1,0
SC27,2023-12-16,2,0
SC27,2023-12-16,3,0
SC27,2023-12-16,4,0
SC27,2023-12-16,5,0
SC27,2023-12-16,6,0
SC27,2023-12-16,7,2.307126815
SC27,2023-12-16,8,3.837808686
SC27,2023-12-16,9,3.568488778
SC27,2023-12-16,10,8.954886933
SC27,2023-12-16,11,10.30148647
SC27,2023-12-16,12,3.938803651
SC27,2023-12-16,13,5.420063144
SC27,2023-12-16,14,5.083413259
SC27,2023-12-16,15,5.554723098
SC27,2023-12-16,16,6.59833774
SC27,2023-12-16,17,0.403979862
SC27,2023-12-16,18,8.719232014
SC27,2023-12-16,19,17.27013909
SC27,2023-12-16,20,9.661851691
SC27,2023-12-16,21,9.560856726
SC27,2023-12-16,22,14.84625992
SC27,2023-12-16,23,21.54559262
SC27,2023-12-17,0,1.64643851
SC27,2023-12-17,1,0
SC27,2023-12-17,2,0
SC27,2023-12-17,3,0
SC27,2023-12-17,4,0
SC27,2023-12-17,5,0
SC27,2023-12-17,6,0
SC27,2023-12-17,7,5.676357281
SC27,2023-12-17,8,5.980939894
SC27,2023-12-17,9,2.923268375
SC27,2023-12-17,10,9.47542163
SC27,2023-12-17,11,11.32346486
SC27,2023-12-17,12,1.81444244
SC27,2023-12-17,13,5.208121818
SC27,2023-12-17,14,7.089765829
SC27,2023-12-17,15,6.384149325
SC27,2023-12-17,16,6.787358756
SC27,2023-12-17,17,0.470411003
SC27,2023-12-17,18,12.26428686
SC27,2023-12-17,19,14.88514816
SC27,2023-12-17,20,12.06268215
SC27,2023-12-17,21,5.241722604
SC27,2023-12-17,22,12.56669393
SC27,2023-12-17,23,15.08675288
SC27,2023-12-18,0,0.804881061
SC27,2023-12-18,1,0
SC27,2023-12-18,2,0
SC27,2023-12-18,3,0
SC27,2023-12-18,4,0
SC27,2023-12-18,5,0
SC27,2023-12-18,6,1.648621336
SC27,2023-12-18,7,1.740678216
SC27,2023-12-18,8,2.112812785
SC27,2023-12-18,9,4.426845835
SC27,2023-12-18,10,9.423815754
SC27,2023-12-18,11,11.70431209
SC27,2023-12-18,12,0.704270928
SC27,2023-12-18,13,4.963433209
SC27,2023-12-18,14,6.707342174
SC27,2023-12-18,15,4.091478726
SC27,2023-12-18,16,5.567094004
SC27,2023-12-18,17,0.234756976
SC27,2023-12-18,18,8.853691669
SC27,2023-12-18,19,14.01834514
SC27,2023-12-18,20,5.265263606
SC27,2023-12-18,21,6.506121909
SC27,2023-12-18,22,12.50919315
SC27,2023-12-18,23,15.15859331
SC27,2023-12-19,0,0.635982453
SC27,2023-12-19,1,0
SC27,2023-12-19,2,0
SC27,2023-12-19,3,0
SC27,2023-12-19,4,0
SC27,2023-12-19,5,0
SC27,2023-12-19,6,0
SC27,2023-12-19,7,3.632058007
SC27,2023-12-19,8,3.615058154
SC27,2023-12-19,9,1.47280147
SC27,2023-12-19,10,7.765680479
SC27,2023-12-19,11,12.41839421
SC27,2023-12-19,12,0.569036932
SC27,2023-12-19,13,4.050204043
SC27,2023-12-19,14,4.38493165
SC27,2023-12-19,15,4.820077538
SC27,2023-12-19,16,4.150622325
SC27,2023-12-19,17,0.234309325
SC27,2023-12-19,18,6.092042444
SC27,2023-12-19,19,17.00416243
SC27,2023-12-19,20,4.351458889
SC27,2023-12-19,21,9.271954709
SC27,2023-12-19,22,7.631789436
SC27,2023-12-19,23,15.12968783
SC27,2023-12-20,0,1.269539487
SC27,2023-12-20,1,0
SC27,2023-12-20,2,0
SC27,2023-12-20,3,0
SC27,2023-12-20,4,0
SC27,2023-12-20,5,0
SC27,2023-12-20,6,0
SC27,2023-12-20,7,1.039222322
SC27,2023-12-20,8,2.572487907
SC27,2023-12-20,9,1.837491362
SC27,2023-12-20,10,7.249738647
SC27,2023-12-20,11,12.96266634
SC27,2023-12-20,12,3.842027394
SC27,2023-12-20,13,4.977931145
SC27,2023-12-20,14,5.612700888
SC27,2023-12-20,15,6.080425962
SC27,2023-12-20,16,3.274075518
SC27,2023-12-20,17,1.002268016
SC27,2023-12-20,18,9.154047877
SC27,2023-12-20,19,15.86924358
SC27,2023-12-20,20,7.216329713
SC27,2023-12-20,21,9.454728282
SC27,2023-12-20,22,7.583827986
SC27,2023-12-20,23,14.29902369
SC27,2023-12-21,0,5.468617638
SC27,2023-12-21,1,0
SC27,2023-12-21,2,0
SC27,2023-12-21,3,0
SC27,2023-12-21,4,0
SC27,2023-12-21,5,0
SC27,2023-12-21,6,1.644105237
SC27,2023-12-21,7,3.953116822
SC27,2023-12-21,8,3.768010933
SC27,2023-12-21,9,2.500892212
SC27,2023-12-21,10,8.503033522
SC27,2023-12-21,11,12.93794905
SC27,2023-12-21,12,1.133737803
SC27,2023-12-21,13,5.035129654
SC27,2023-12-21,14,6.068831769
SC27,2023-12-21,15,6.869117277
SC27,2023-12-21,16,6.202212687
SC27,2023-12-21,17,0.300107065
SC27,2023-12-21,18,7.736093244
SC27,2023-12-21,19,13.53816318
SC27,2023-12-21,20,5.635343785
SC27,2023-12-21,21,7.102533883
SC27,2023-12-21,22,10.27033069
SC27,2023-12-21,23,15.80563878
SC27,2023-12-22,0,1.264702586
SC27,2023-12-22,1,0
SC27,2023-12-22,2,0
SC27,2023-12-22,3,0
SC27,2023-12-22,4,0
SC27,2023-12-22,5,0
SC27,2023-12-22,6,0
SC27,2023-12-22,7,1.418034163
SC27,2023-12-22,8,4.293332464
SC27,2023-12-22,9,4.925683757
SC27,2023-12-22,10,9.318861162
SC27,2023-12-22,11,12.2476461
SC27,2023-12-22,12,0.232971529
SC27,2023-12-22,13,4.093642582
SC27,2023-12-22,14,7.388525636
SC27,2023-12-22,15,4.493022346
SC27,2023-12-22,16,5.258500227
SC27,2023-12-22,17,0.066563294
SC27,2023-12-22,18,7.288680695
SC27,2023-12-22,19,12.8134341
SC27,2023-12-22,20,5.990696462
SC27,2023-12-22,21,9.152452927
SC27,2023-12-22,22,9.185734574
SC27,2023-12-22,23,14.94345951
SC27,2023-12-23,0,1.162636509
SC27,2023-12-23,1,0
SC27,2023-12-23,2,0
SC27,2023-12-23,3,0
SC27,2023-12-23,4,0
SC27,2023-12-23,5,0
SC27,2023-12-23,6,0
SC27,2023-12-23,7,1.746993048
SC27,2023-12-23,8,3.654000457
SC27,2023-12-23,9,3.155727667
SC27,2023-12-23,10,7.208346356
SC27,2023-12-23,11,11.46027416
SC27,2023-12-23,12,2.05952753
SC27,2023-12-23,13,4.085836875
SC27,2023-12-23,14,5.182037012
SC27,2023-12-23,15,6.278237149
SC27,2023-12-23,16,5.049164268
SC27,2023-12-23,17,0.49827279
SC27,2023-12-23,18,5.746746173
SC27,2023-12-23,19,15.11427462
SC27,2023-12-23,20,5.28169157
SC27,2023-12-23,21,11.62636509
SC27,2023-12-23,22,7.208346356
SC27,2023-12-23,23,14.31703815
SC27,2023-12-24,0,2.586077992
SC27,2023-12-24,1,0
SC27,2023-12-24,2,0
SC27,2023-12-24,3,0
SC27,2023-12-24,4,0
SC27,2023-12-24,5,0
SC27,2023-12-24,6,0.808612092
SC27,2023-12-24,7,4.365431166
SC27,2023-12-24,8,4.509059064
SC27,2023-12-24,9,2.983936145
SC27,2023-12-24,10,9.117582666
SC27,2023-12-24,11,10.84163466
SC27,2023-12-24,12,1.060955074
SC27,2023-12-24,13,4.276975141
SC27,2023-12-24,14,4.741142986
SC27,2023-12-24,15,6.465194981
SC27,2023-12-24,16,5.470549599
SC27,2023-12-24,17,0.530477537
SC27,2023-12-24,18,6.929362826
SC27,2023-12-24,19,15.01914526
SC27,2023-12-24,20,4.906917216
SC27,2023-12-24,21,6.630969211
SC27,2023-12-24,22,9.41597628
SC27,2023-12-24,23,14.98599042
SC27,2023-12-25,0,2.614238531
SC27,2023-12-25,1,0
SC27,2023-12-25,2,0
SC27,2023-12-25,3,0
SC27,2023-12-25,4,0
SC27,2023-12-25,5,0
SC27,2023-12-25,6,0
SC27,2023-12-25,7,2.621354692
SC27,2023-12-25,8,3.904811983
SC27,2023-12-25,9,3.342254324
SC27,2023-12-25,10,7.710349084
SC27,2023-12-25,11,9.861304837
SC27,2023-12-25,12,1.09202369
SC27,2023-12-25,13,4.599736149
SC27,2023-12-25,14,6.088859363
SC27,2023-12-25,15,4.864469165
SC27,2023-12-25,16,4.798285911
SC27,2023-12-25,17,0.496374405
SC27,2023-12-25,18,5.79103472
SC27,2023-12-25,19,12.90573452
SC27,2023-12-25,20,5.096110554
SC27,2023-12-25,21,7.710349084
SC27,2023-12-25,22,7.114699799
SC27,2023-12-25,23,15.15596515
SC27,2023-12-26,0,3.236795789
SC27,2023-12-26,1,0
SC27,2023-12-26,2,0
SC27,2023-12-26,3,0
SC27,2023-12-26,4,0
SC27,2023-12-26,5,0
SC27,2023-12-26,6,0
SC27,2023-12-26,7,1.035475492
SC27,2023-12-26,8,2.708339334
SC27,2023-12-26,9,2.14685435
SC27,2023-12-26,10,5.978163652
SC27,2023-12-26,11,12.08844142
SC27,2023-12-26,12,0.693599098
SC27,2023-12-26,13,4.09553753
SC27,2023-12-26,14,4.194623115
SC27,2023-12-26,15,5.978163652
SC27,2023-12-26,16,5.38365014
SC27,2023-12-26,17,0.132114114
SC27,2023-12-26,18,5.185478969
SC27,2023-12-26,19,13.44261108
SC27,2023-12-26,20,6.44056305
SC27,2023-12-26,21,6.473591579
SC27,2023-12-26,22,9.24798797
SC27,2023-12-26,23,20.5437447
SC27,2023-12-27,0,0.988966508
SC27,2023-12-27,1,0
SC27,2023-12-27,2,0
SC27,2023-12-27,3,0
SC27,2023-12-27,4,0
SC27,2023-12-27,5,0
SC27,2023-12-27,6,0
SC27,2023-12-27,7,0.534821776
SC27,2023-12-27,8,3.593244981
SC27,2023-12-27,9,3.329520578
SC27,2023-12-27,10,7.977663168
SC27,2023-12-27,11,10.28525169
SC27,2023-12-27,12,2.30758852
SC27,2023-12-27,13,4.450349288
SC27,2023-12-27,14,6.724972257
SC27,2023-12-27,15,3.659176081
SC27,2023-12-27,16,6.494213405
SC27,2023-12-27,17,0.791173207
SC27,2023-12-27,18,7.05462776
SC27,2023-12-27,19,17.53767275
SC27,2023-12-27,20,7.845800967
SC27,2023-12-27,21,8.14249092
SC27,2023-12-27,22,8.307318671
SC27,2023-12-27,23,17.7025005
SC27,2023-12-28,0,1.019983458
SC27,2023-12-28,1,0
SC27,2023-12-28,2,0
SC27,2023-12-28,3,0
SC27,2023-12-28,4,0
SC27,2023-12-28,5,0
SC27,2023-12-28,6,0
SC27,2023-12-28,7,0
SC27,2023-12-28,8,3.059950374
SC27,2023-12-28,9,3.981225756
SC27,2023-12-28,10,8.883726894
SC27,2023-12-28,11,11.12110996
SC27,2023-12-28,12,0.822567305
SC27,2023-12-28,13,4.014128448
SC27,2023-12-28,14,5.001209214
SC27,2023-12-28,15,4.079933833
SC27,2023-12-28,16,4.507668831
SC27,2023-12-28,17,0.131610769
SC27,2023-12-28,18,12.76624457
SC27,2023-12-28,19,9.772099583
SC27,2023-12-28,20,11.3843315
SC27,2023-12-28,21,6.218608826
SC27,2023-12-28,22,7.797938051
SC27,2023-12-28,23,16.4513461
SC27,2023-12-29,0,3.251155444
SC27,2023-12-29,1,0
SC27,2023-12-29,2,0
SC27,2023-12-29,3,0
SC27,2023-12-29,4,0
SC27,2023-12-29,5,0
SC27,2023-12-29,6,0
SC27,2023-12-29,7,1.461600191
SC27,2023-12-29,8,3.185475536
SC27,2023-12-29,9,3.086955674
SC27,2023-12-29,10,7.750229139
SC27,2023-12-29,11,9.32654693
SC27,2023-12-29,12,2.692876226
SC27,2023-12-29,13,3.54671503
SC27,2023-12-29,14,4.104994248
SC27,2023-12-29,15,6.797870474
SC27,2023-12-29,16,4.696113419
SC27,2023-12-29,17,0.459759356
SC27,2023-12-29,18,11.49398389
SC27,2023-12-29,19,11.19842431
SC27,2023-12-29,20,10.77150491
SC27,2023-12-29,21,9.786306286
SC27,2023-12-29,22,10.54162523
SC27,2023-12-29,23,15.73033796
SC27,2023-12-30,0,6.981572438
SC27,2023-12-30,1,0
SC27,2023-12-30,2,0
SC27,2023-12-30,3,0
SC27,2023-12-30,4,0
SC27,2023-12-30,5,0
SC27,2023-12-30,6,2.492416662
SC27,2023-12-30,7,4.22073727
SC27,2023-12-30,8,3.539952222
SC27,2023-12-30,9,2.458300154
SC27,2023-12-30,10,9.636536605
SC27,2023-12-30,11,12.42261011
SC27,2023-12-30,12,2.589409496
SC27,2023-12-30,13,4.654381626
SC27,2023-12-30,14,6.588244414
SC27,2023-12-30,15,4.98215498
SC27,2023-12-30,16,5.932697706
SC27,2023-12-30,17,0.917765391
SC27,2023-12-30,18,9.013767233
SC27,2023-12-30,19,13.07815682
SC27,2023-12-30,20,9.702091276
SC27,2023-12-30,21,11.2098487
SC27,2023-12-30,22,7.997669836
SC27,2023-12-30,23,16.19200368
SC28,2023-12-1,0,2.410368629
SC28,2023-12-1,1,3.719448144
SC28,2023-12-1,2,4.301261261
SC28,2023-12-1,3,3.220751186
SC28,2023-12-1,4,2.410368629
SC28,2023-12-1,5,0.04155808
SC28,2023-12-1,6,0.092546229
SC28,2023-12-1,7,1.101289115
SC28,2023-12-1,8,1.018172956
SC28,2023-12-1,9,1.683102233
SC28,2023-12-1,10,1.454532794
SC28,2023-12-1,11,1.537648953
SC28,2023-12-1,12,0.311685599
SC28,2023-12-1,13,1.496090873
SC28,2023-12-1,14,1.516869913
SC28,2023-12-1,15,3.553215825
SC28,2023-12-1,16,1.870113592
SC28,2023-12-1,17,1.953229751
SC28,2023-12-1,18,0.457138878
SC28,2023-12-1,19,1.890892632
SC28,2023-12-1,20,2.26491535
SC28,2023-12-1,21,2.659717108
SC28,2023-12-1,22,2.576600949
SC28,2023-12-1,23,1.974008791
SC28,2023-12-2,0,1.906440063
SC28,2023-12-2,1,1.966643433
SC28,2023-12-2,2,0.120406741
SC28,2023-12-2,3,0
SC28,2023-12-2,4,0
SC28,2023-12-2,5,0
